cycle,length,position,class_name
61,21,7,AlgorithmClass
61,21,8,LitReference
61,21,9,Riveros1993
61,21,10,MassAbsorptionCoefficient
61,21,11,Material
61,21,12,Composition
61,21,13,AlgorithmUser
61,21,14,CorrectionAlgorithm
61,21,15,Armstrong1982ParticleCorrection
61,21,16,Armstrong1982Correction
61,21,17,Armstrong1982Base
61,21,18,SpectrumProperties
61,21,19,QuantifyUsingSTEMinSEM
61,21,20,FilterFit
62,19,0,FilteredSpectrum
62,19,1,DerivedSpectrum
62,19,2,BaseSpectrum
62,19,3,SpectrumUtils
62,19,4,EDSDetector
62,19,5,Element
62,19,6,MeanIonizationPotential
62,19,7,AlgorithmClass
62,19,8,LitReference
62,19,9,Riveros1993
62,19,10,MassAbsorptionCoefficient
62,19,11,Material
62,19,12,Composition
62,19,13,AlgorithmUser
62,19,14,CorrectionAlgorithm
62,19,15,Armstrong1982ParticleCorrection
62,19,16,SpectrumProperties
62,19,17,QuantifyUsingSTEMinSEM
62,19,18,FilterFit
63,18,0,FilteredSpectrum
63,18,1,DerivedSpectrum
63,18,2,BaseSpectrum
63,18,3,SpectrumUtils
63,18,4,EDSDetector
63,18,5,Element
63,18,6,MeanIonizationPotential
63,18,7,AlgorithmClass
63,18,8,LitReference
63,18,9,Riveros1993
63,18,10,MassAbsorptionCoefficient
63,18,11,XRayTransition
63,18,12,AtomicShell
63,18,13,AlgorithmUser
63,18,14,CorrectionAlgorithm
63,18,15,SpectrumProperties
63,18,16,QuantifyUsingSTEMinSEM
63,18,17,FilterFit
64,19,0,FilteredSpectrum
64,19,1,DerivedSpectrum
64,19,2,BaseSpectrum
64,19,3,SpectrumUtils
64,19,4,EDSDetector
64,19,5,Element
64,19,6,MeanIonizationPotential
64,19,7,AlgorithmClass
64,19,8,LitReference
64,19,9,Riveros1993
64,19,10,MassAbsorptionCoefficient
64,19,11,XRayTransition
64,19,12,AtomicShell
64,19,13,AlgorithmUser
64,19,14,CorrectionAlgorithm
64,19,15,Fluorescence
64,19,16,SpectrumProperties
64,19,17,QuantifyUsingSTEMinSEM
64,19,18,FilterFit
65,19,0,FilteredSpectrum
65,19,1,DerivedSpectrum
65,19,2,BaseSpectrum
65,19,3,SpectrumUtils
65,19,4,EDSDetector
65,19,5,Element
65,19,6,MeanIonizationPotential
65,19,7,AlgorithmClass
65,19,8,LitReference
65,19,9,Riveros1993
65,19,10,MassAbsorptionCoefficient
65,19,11,XRayTransition
65,19,12,AtomicShell
65,19,13,AlgorithmUser
65,19,14,CorrectionAlgorithm
65,19,15,PAP1991
65,19,16,SpectrumProperties
65,19,17,QuantifyUsingSTEMinSEM
65,19,18,FilterFit
66,19,0,FilteredSpectrum
66,19,1,DerivedSpectrum
66,19,2,BaseSpectrum
66,19,3,SpectrumUtils
66,19,4,EDSDetector
66,19,5,Element
66,19,6,MeanIonizationPotential
66,19,7,AlgorithmClass
66,19,8,LitReference
66,19,9,Riveros1993
66,19,10,MassAbsorptionCoefficient
66,19,11,XRayTransition
66,19,12,AtomicShell
66,19,13,AlgorithmUser
66,19,14,CorrectionAlgorithm
66,19,15,XPP1991
66,19,16,SpectrumProperties
66,19,17,QuantifyUsingSTEMinSEM
66,19,18,FilterFit
67,20,0,FilteredSpectrum
67,20,1,DerivedSpectrum
67,20,2,BaseSpectrum
67,20,3,SpectrumUtils
67,20,4,EDSDetector
67,20,5,Element
67,20,6,MeanIonizationPotential
67,20,7,AlgorithmClass
67,20,8,LitReference
67,20,9,Riveros1993
67,20,10,MassAbsorptionCoefficient
67,20,11,XRayTransition
67,20,12,AtomicShell
67,20,13,AlgorithmUser
67,20,14,CorrectionAlgorithm
67,20,15,XPP1991
67,20,16,PAP1991
67,20,17,SpectrumProperties
67,20,18,QuantifyUsingSTEMinSEM
67,20,19,FilterFit
68,20,0,FilteredSpectrum
68,20,1,DerivedSpectrum
68,20,2,BaseSpectrum
68,20,3,SpectrumUtils
68,20,4,EDSDetector
68,20,5,Element
68,20,6,MeanIonizationPotential
68,20,7,AlgorithmClass
68,20,8,LitReference
68,20,9,Riveros1993
68,20,10,MassAbsorptionCoefficient
68,20,11,XRayTransition
68,20,12,AtomicShell
68,20,13,AlgorithmUser
68,20,14,CorrectionAlgorithm
68,20,15,XPP1989Ext
68,20,16,XPP1991
68,20,17,SpectrumProperties
68,20,18,QuantifyUsingSTEMinSEM
68,20,19,FilterFit
69,21,0,FilteredSpectrum
69,21,1,DerivedSpectrum
69,21,2,BaseSpectrum
69,21,3,SpectrumUtils
69,21,4,EDSDetector
69,21,5,Element
69,21,6,MeanIonizationPotential
69,21,7,AlgorithmClass
69,21,8,LitReference
69,21,9,Riveros1993
69,21,10,MassAbsorptionCoefficient
69,21,11,XRayTransition
69,21,12,AtomicShell
69,21,13,AlgorithmUser
69,21,14,CorrectionAlgorithm
69,21,15,XPP1989Ext
69,21,16,XPP1991
69,21,17,PAP1991
69,21,18,SpectrumProperties
69,21,19,QuantifyUsingSTEMinSEM
69,21,20,FilterFit
70,20,0,FilteredSpectrum
70,20,1,DerivedSpectrum
70,20,2,BaseSpectrum
70,20,3,SpectrumUtils
70,20,4,EDSDetector
70,20,5,Element
70,20,6,MeanIonizationPotential
70,20,7,AlgorithmClass
70,20,8,LitReference
70,20,9,Riveros1993
70,20,10,MassAbsorptionCoefficient
70,20,11,XRayTransition
70,20,12,AtomicShell
70,20,13,AlgorithmUser
70,20,14,CorrectionAlgorithm
70,20,15,XPP1989Ext
70,20,16,PAP1991
70,20,17,SpectrumProperties
70,20,18,QuantifyUsingSTEMinSEM
70,20,19,FilterFit
71,19,0,FilteredSpectrum
71,19,1,DerivedSpectrum
71,19,2,BaseSpectrum
71,19,3,SpectrumUtils
71,19,4,EDSDetector
71,19,5,Element
71,19,6,MeanIonizationPotential
71,19,7,AlgorithmClass
71,19,8,LitReference
71,19,9,Riveros1993
71,19,10,MassAbsorptionCoefficient
71,19,11,XRayTransition
71,19,12,AtomicShell
71,19,13,AlgorithmUser
71,19,14,CorrectionAlgorithm
71,19,15,XPP1989Ext
71,19,16,SpectrumProperties
71,19,17,QuantifyUsingSTEMinSEM
71,19,18,FilterFit
72,20,0,FilteredSpectrum
72,20,1,DerivedSpectrum
72,20,2,BaseSpectrum
72,20,3,SpectrumUtils
72,20,4,EDSDetector
72,20,5,Element
72,20,6,MeanIonizationPotential
72,20,7,AlgorithmClass
72,20,8,LitReference
72,20,9,Riveros1993
72,20,10,MassAbsorptionCoefficient
72,20,11,XRayTransition
72,20,12,AtomicShell
72,20,13,AlgorithmUser
72,20,14,CorrectionAlgorithm
72,20,15,Armstrong1982Correction
72,20,16,Armstrong1982Base
72,20,17,SpectrumProperties
72,20,18,QuantifyUsingSTEMinSEM
72,20,19,FilterFit
73,20,0,FilteredSpectrum
73,20,1,DerivedSpectrum
73,20,2,BaseSpectrum
73,20,3,SpectrumUtils
73,20,4,EDSDetector
73,20,5,Element
73,20,6,MeanIonizationPotential
73,20,7,AlgorithmClass
73,20,8,LitReference
73,20,9,Riveros1993
73,20,10,MassAbsorptionCoefficient
73,20,11,XRayTransition
73,20,12,AtomicShell
73,20,13,AlgorithmUser
73,20,14,CorrectionAlgorithm
73,20,15,Armstrong1982ParticleCorrection
73,20,16,Armstrong1982Base
73,20,17,SpectrumProperties
73,20,18,QuantifyUsingSTEMinSEM
73,20,19,FilterFit
74,21,0,FilteredSpectrum
74,21,1,DerivedSpectrum
74,21,2,BaseSpectrum
74,21,3,SpectrumUtils
74,21,4,EDSDetector
74,21,5,Element
74,21,6,MeanIonizationPotential
74,21,7,AlgorithmClass
74,21,8,LitReference
74,21,9,Riveros1993
74,21,10,MassAbsorptionCoefficient
74,21,11,XRayTransition
74,21,12,AtomicShell
74,21,13,AlgorithmUser
74,21,14,CorrectionAlgorithm
74,21,15,Armstrong1982ParticleCorrection
74,21,16,Armstrong1982Correction
74,21,17,Armstrong1982Base
74,21,18,SpectrumProperties
74,21,19,QuantifyUsingSTEMinSEM
74,21,20,FilterFit
75,19,0,FilteredSpectrum
75,19,1,DerivedSpectrum
75,19,2,BaseSpectrum
75,19,3,SpectrumUtils
75,19,4,EDSDetector
75,19,5,Element
75,19,6,MeanIonizationPotential
75,19,7,AlgorithmClass
75,19,8,LitReference
75,19,9,Riveros1993
75,19,10,MassAbsorptionCoefficient
75,19,11,XRayTransition
75,19,12,AtomicShell
75,19,13,AlgorithmUser
75,19,14,CorrectionAlgorithm
75,19,15,Armstrong1982ParticleCorrection
75,19,16,SpectrumProperties
75,19,17,QuantifyUsingSTEMinSEM
75,19,18,FilterFit
76,17,0,FilteredSpectrum
76,17,1,DerivedSpectrum
76,17,2,BaseSpectrum
76,17,3,SpectrumUtils
76,17,4,EDSDetector
76,17,5,Element
76,17,6,MeanIonizationPotential
76,17,7,AlgorithmClass
76,17,8,LitReference
76,17,9,Riveros1993
76,17,10,MassAbsorptionCoefficient
76,17,11,XRayTransition
76,17,12,AlgorithmUser
76,17,13,CorrectionAlgorithm
76,17,14,SpectrumProperties
76,17,15,QuantifyUsingSTEMinSEM
76,17,16,FilterFit
77,18,0,FilteredSpectrum
77,18,1,DerivedSpectrum
77,18,2,BaseSpectrum
77,18,3,SpectrumUtils
77,18,4,EDSDetector
77,18,5,Element
77,18,6,MeanIonizationPotential
77,18,7,AlgorithmClass
77,18,8,LitReference
77,18,9,Riveros1993
77,18,10,MassAbsorptionCoefficient
77,18,11,XRayTransition
77,18,12,AlgorithmUser
77,18,13,CorrectionAlgorithm
77,18,14,Fluorescence
77,18,15,SpectrumProperties
77,18,16,QuantifyUsingSTEMinSEM
77,18,17,FilterFit
78,18,0,FilteredSpectrum
78,18,1,DerivedSpectrum
78,18,2,BaseSpectrum
78,18,3,SpectrumUtils
78,18,4,EDSDetector
78,18,5,Element
78,18,6,MeanIonizationPotential
78,18,7,AlgorithmClass
78,18,8,LitReference
78,18,9,Riveros1993
78,18,10,MassAbsorptionCoefficient
78,18,11,XRayTransition
78,18,12,AlgorithmUser
78,18,13,CorrectionAlgorithm
78,18,14,PAP1991
78,18,15,SpectrumProperties
78,18,16,QuantifyUsingSTEMinSEM
78,18,17,FilterFit
79,18,0,FilteredSpectrum
79,18,1,DerivedSpectrum
79,18,2,BaseSpectrum
79,18,3,SpectrumUtils
79,18,4,EDSDetector
79,18,5,Element
79,18,6,MeanIonizationPotential
79,18,7,AlgorithmClass
79,18,8,LitReference
79,18,9,Riveros1993
79,18,10,MassAbsorptionCoefficient
79,18,11,XRayTransition
79,18,12,AlgorithmUser
79,18,13,CorrectionAlgorithm
79,18,14,XPP1991
79,18,15,SpectrumProperties
79,18,16,QuantifyUsingSTEMinSEM
79,18,17,FilterFit
80,19,0,FilteredSpectrum
80,19,1,DerivedSpectrum
80,19,2,BaseSpectrum
80,19,3,SpectrumUtils
80,19,4,EDSDetector
80,19,5,Element
80,19,6,MeanIonizationPotential
80,19,7,AlgorithmClass
80,19,8,LitReference
80,19,9,Riveros1993
80,19,10,MassAbsorptionCoefficient
80,19,11,XRayTransition
80,19,12,AlgorithmUser
80,19,13,CorrectionAlgorithm
80,19,14,XPP1991
80,19,15,PAP1991
80,19,16,SpectrumProperties
80,19,17,QuantifyUsingSTEMinSEM
80,19,18,FilterFit
81,19,0,FilteredSpectrum
81,19,1,DerivedSpectrum
81,19,2,BaseSpectrum
81,19,3,SpectrumUtils
81,19,4,EDSDetector
81,19,5,Element
81,19,6,MeanIonizationPotential
81,19,7,AlgorithmClass
81,19,8,LitReference
81,19,9,Riveros1993
81,19,10,MassAbsorptionCoefficient
81,19,11,XRayTransition
81,19,12,AlgorithmUser
81,19,13,CorrectionAlgorithm
81,19,14,XPP1989Ext
81,19,15,XPP1991
81,19,16,SpectrumProperties
81,19,17,QuantifyUsingSTEMinSEM
81,19,18,FilterFit
82,20,0,FilteredSpectrum
82,20,1,DerivedSpectrum
82,20,2,BaseSpectrum
82,20,3,SpectrumUtils
82,20,4,EDSDetector
82,20,5,Element
82,20,6,MeanIonizationPotential
82,20,7,AlgorithmClass
82,20,8,LitReference
82,20,9,Riveros1993
82,20,10,MassAbsorptionCoefficient
82,20,11,XRayTransition
82,20,12,AlgorithmUser
82,20,13,CorrectionAlgorithm
82,20,14,XPP1989Ext
82,20,15,XPP1991
82,20,16,PAP1991
82,20,17,SpectrumProperties
82,20,18,QuantifyUsingSTEMinSEM
82,20,19,FilterFit
83,19,0,FilteredSpectrum
83,19,1,DerivedSpectrum
83,19,2,BaseSpectrum
83,19,3,SpectrumUtils
83,19,4,EDSDetector
83,19,5,Element
83,19,6,MeanIonizationPotential
83,19,7,AlgorithmClass
83,19,8,LitReference
83,19,9,Riveros1993
83,19,10,MassAbsorptionCoefficient
83,19,11,XRayTransition
83,19,12,AlgorithmUser
83,19,13,CorrectionAlgorithm
83,19,14,XPP1989Ext
83,19,15,PAP1991
83,19,16,SpectrumProperties
83,19,17,QuantifyUsingSTEMinSEM
83,19,18,FilterFit
84,18,0,FilteredSpectrum
84,18,1,DerivedSpectrum
84,18,2,BaseSpectrum
84,18,3,SpectrumUtils
84,18,4,EDSDetector
84,18,5,Element
84,18,6,MeanIonizationPotential
84,18,7,AlgorithmClass
84,18,8,LitReference
84,18,9,Riveros1993
84,18,10,MassAbsorptionCoefficient
84,18,11,XRayTransition
84,18,12,AlgorithmUser
84,18,13,CorrectionAlgorithm
84,18,14,XPP1989Ext
84,18,15,SpectrumProperties
84,18,16,QuantifyUsingSTEMinSEM
84,18,17,FilterFit
85,19,0,FilteredSpectrum
85,19,1,DerivedSpectrum
85,19,2,BaseSpectrum
85,19,3,SpectrumUtils
85,19,4,EDSDetector
85,19,5,Element
85,19,6,MeanIonizationPotential
85,19,7,AlgorithmClass
85,19,8,LitReference
85,19,9,Riveros1993
85,19,10,MassAbsorptionCoefficient
85,19,11,XRayTransition
85,19,12,AlgorithmUser
85,19,13,CorrectionAlgorithm
85,19,14,Armstrong1982Correction
85,19,15,Armstrong1982Base
85,19,16,SpectrumProperties
85,19,17,QuantifyUsingSTEMinSEM
85,19,18,FilterFit
86,19,0,FilteredSpectrum
86,19,1,DerivedSpectrum
86,19,2,BaseSpectrum
86,19,3,SpectrumUtils
86,19,4,EDSDetector
86,19,5,Element
86,19,6,MeanIonizationPotential
86,19,7,AlgorithmClass
86,19,8,LitReference
86,19,9,Riveros1993
86,19,10,MassAbsorptionCoefficient
86,19,11,XRayTransition
86,19,12,AlgorithmUser
86,19,13,CorrectionAlgorithm
86,19,14,Armstrong1982ParticleCorrection
86,19,15,Armstrong1982Base
86,19,16,SpectrumProperties
86,19,17,QuantifyUsingSTEMinSEM
86,19,18,FilterFit
87,20,0,FilteredSpectrum
87,20,1,DerivedSpectrum
87,20,2,BaseSpectrum
87,20,3,SpectrumUtils
87,20,4,EDSDetector
87,20,5,Element
87,20,6,MeanIonizationPotential
87,20,7,AlgorithmClass
87,20,8,LitReference
87,20,9,Riveros1993
87,20,10,MassAbsorptionCoefficient
87,20,11,XRayTransition
87,20,12,AlgorithmUser
87,20,13,CorrectionAlgorithm
87,20,14,Armstrong1982ParticleCorrection
87,20,15,Armstrong1982Correction
87,20,16,Armstrong1982Base
87,20,17,SpectrumProperties
87,20,18,QuantifyUsingSTEMinSEM
87,20,19,FilterFit
88,18,0,FilteredSpectrum
88,18,1,DerivedSpectrum
88,18,2,BaseSpectrum
88,18,3,SpectrumUtils
88,18,4,EDSDetector
88,18,5,Element
88,18,6,MeanIonizationPotential
88,18,7,AlgorithmClass
88,18,8,LitReference
88,18,9,Riveros1993
88,18,10,MassAbsorptionCoefficient
88,18,11,XRayTransition
88,18,12,AlgorithmUser
88,18,13,CorrectionAlgorithm
88,18,14,Armstrong1982ParticleCorrection
88,18,15,SpectrumProperties
88,18,16,QuantifyUsingSTEMinSEM
88,18,17,FilterFit
89,17,0,FilteredSpectrum
89,17,1,DerivedSpectrum
89,17,2,BaseSpectrum
89,17,3,SpectrumUtils
89,17,4,EDSDetector
89,17,5,Element
89,17,6,MeanIonizationPotential
89,17,7,AlgorithmClass
89,17,8,LitReference
89,17,9,Riveros1993
89,17,10,MassAbsorptionCoefficient
89,17,11,Composition
89,17,12,AlgorithmUser
89,17,13,CorrectionAlgorithm
89,17,14,SpectrumProperties
89,17,15,QuantifyUsingSTEMinSEM
89,17,16,FilterFit
90,18,0,FilteredSpectrum
90,18,1,DerivedSpectrum
90,18,2,BaseSpectrum
90,18,3,SpectrumUtils
90,18,4,EDSDetector
90,18,5,Element
90,18,6,MeanIonizationPotential
90,18,7,AlgorithmClass
90,18,8,LitReference
90,18,9,Riveros1993
90,18,10,MassAbsorptionCoefficient
90,18,11,Composition
90,18,12,AlgorithmUser
90,18,13,CorrectionAlgorithm
90,18,14,Fluorescence
90,18,15,SpectrumProperties
90,18,16,QuantifyUsingSTEMinSEM
90,18,17,FilterFit
91,18,0,FilteredSpectrum
91,18,1,DerivedSpectrum
91,18,2,BaseSpectrum
91,18,3,SpectrumUtils
91,18,4,EDSDetector
91,18,5,Element
91,18,6,MeanIonizationPotential
91,18,7,AlgorithmClass
91,18,8,LitReference
91,18,9,Riveros1993
91,18,10,MassAbsorptionCoefficient
91,18,11,Composition
91,18,12,AlgorithmUser
91,18,13,CorrectionAlgorithm
91,18,14,PAP1991
91,18,15,SpectrumProperties
91,18,16,QuantifyUsingSTEMinSEM
91,18,17,FilterFit
92,18,0,FilteredSpectrum
92,18,1,DerivedSpectrum
92,18,2,BaseSpectrum
92,18,3,SpectrumUtils
92,18,4,EDSDetector
92,18,5,Element
92,18,6,MeanIonizationPotential
92,18,7,AlgorithmClass
92,18,8,LitReference
92,18,9,Riveros1993
92,18,10,MassAbsorptionCoefficient
92,18,11,Composition
92,18,12,AlgorithmUser
92,18,13,CorrectionAlgorithm
92,18,14,XPP1991
92,18,15,SpectrumProperties
92,18,16,QuantifyUsingSTEMinSEM
92,18,17,FilterFit
93,19,0,FilteredSpectrum
93,19,1,DerivedSpectrum
93,19,2,BaseSpectrum
93,19,3,SpectrumUtils
93,19,4,EDSDetector
93,19,5,Element
93,19,6,MeanIonizationPotential
93,19,7,AlgorithmClass
93,19,8,LitReference
93,19,9,Riveros1993
93,19,10,MassAbsorptionCoefficient
93,19,11,Composition
93,19,12,AlgorithmUser
93,19,13,CorrectionAlgorithm
93,19,14,XPP1991
93,19,15,PAP1991
93,19,16,SpectrumProperties
93,19,17,QuantifyUsingSTEMinSEM
93,19,18,FilterFit
94,19,0,FilteredSpectrum
94,19,1,DerivedSpectrum
94,19,2,BaseSpectrum
94,19,3,SpectrumUtils
94,19,4,EDSDetector
94,19,5,Element
94,19,6,MeanIonizationPotential
94,19,7,AlgorithmClass
94,19,8,LitReference
94,19,9,Riveros1993
94,19,10,MassAbsorptionCoefficient
94,19,11,Composition
94,19,12,AlgorithmUser
94,19,13,CorrectionAlgorithm
94,19,14,XPP1989Ext
94,19,15,XPP1991
94,19,16,SpectrumProperties
94,19,17,QuantifyUsingSTEMinSEM
94,19,18,FilterFit
95,20,0,FilteredSpectrum
95,20,1,DerivedSpectrum
95,20,2,BaseSpectrum
95,20,3,SpectrumUtils
95,20,4,EDSDetector
95,20,5,Element
95,20,6,MeanIonizationPotential
95,20,7,AlgorithmClass
95,20,8,LitReference
95,20,9,Riveros1993
95,20,10,MassAbsorptionCoefficient
95,20,11,Composition
95,20,12,AlgorithmUser
95,20,13,CorrectionAlgorithm
95,20,14,XPP1989Ext
95,20,15,XPP1991
95,20,16,PAP1991
95,20,17,SpectrumProperties
95,20,18,QuantifyUsingSTEMinSEM
95,20,19,FilterFit
96,19,0,FilteredSpectrum
96,19,1,DerivedSpectrum
96,19,2,BaseSpectrum
96,19,3,SpectrumUtils
96,19,4,EDSDetector
96,19,5,Element
96,19,6,MeanIonizationPotential
96,19,7,AlgorithmClass
96,19,8,LitReference
96,19,9,Riveros1993
96,19,10,MassAbsorptionCoefficient
96,19,11,Composition
96,19,12,AlgorithmUser
96,19,13,CorrectionAlgorithm
96,19,14,XPP1989Ext
96,19,15,PAP1991
96,19,16,SpectrumProperties
96,19,17,QuantifyUsingSTEMinSEM
96,19,18,FilterFit
97,18,0,FilteredSpectrum
97,18,1,DerivedSpectrum
97,18,2,BaseSpectrum
97,18,3,SpectrumUtils
97,18,4,EDSDetector
97,18,5,Element
97,18,6,MeanIonizationPotential
97,18,7,AlgorithmClass
97,18,8,LitReference
97,18,9,Riveros1993
97,18,10,MassAbsorptionCoefficient
97,18,11,Composition
97,18,12,AlgorithmUser
97,18,13,CorrectionAlgorithm
97,18,14,XPP1989Ext
97,18,15,SpectrumProperties
97,18,16,QuantifyUsingSTEMinSEM
97,18,17,FilterFit
98,19,0,FilteredSpectrum
98,19,1,DerivedSpectrum
98,19,2,BaseSpectrum
98,19,3,SpectrumUtils
98,19,4,EDSDetector
98,19,5,Element
98,19,6,MeanIonizationPotential
98,19,7,AlgorithmClass
98,19,8,LitReference
98,19,9,Riveros1993
98,19,10,MassAbsorptionCoefficient
98,19,11,Composition
98,19,12,AlgorithmUser
98,19,13,CorrectionAlgorithm
98,19,14,Armstrong1982Correction
98,19,15,Armstrong1982Base
98,19,16,SpectrumProperties
98,19,17,QuantifyUsingSTEMinSEM
98,19,18,FilterFit
99,19,0,FilteredSpectrum
99,19,1,DerivedSpectrum
99,19,2,BaseSpectrum
99,19,3,SpectrumUtils
99,19,4,EDSDetector
99,19,5,Element
99,19,6,MeanIonizationPotential
99,19,7,AlgorithmClass
99,19,8,LitReference
99,19,9,Riveros1993
99,19,10,MassAbsorptionCoefficient
99,19,11,Composition
99,19,12,AlgorithmUser
99,19,13,CorrectionAlgorithm
99,19,14,Armstrong1982ParticleCorrection
99,19,15,Armstrong1982Base
99,19,16,SpectrumProperties
99,19,17,QuantifyUsingSTEMinSEM
99,19,18,FilterFit
100,20,0,FilteredSpectrum
100,20,1,DerivedSpectrum
100,20,2,BaseSpectrum
100,20,3,SpectrumUtils
100,20,4,EDSDetector
100,20,5,Element
100,20,6,MeanIonizationPotential
100,20,7,AlgorithmClass
100,20,8,LitReference
100,20,9,Riveros1993
100,20,10,MassAbsorptionCoefficient
100,20,11,Composition
100,20,12,AlgorithmUser
100,20,13,CorrectionAlgorithm
100,20,14,Armstrong1982ParticleCorrection
100,20,15,Armstrong1982Correction
100,20,16,Armstrong1982Base
100,20,17,SpectrumProperties
100,20,18,QuantifyUsingSTEMinSEM
100,20,19,FilterFit
101,18,0,FilteredSpectrum
101,18,1,DerivedSpectrum
101,18,2,BaseSpectrum
101,18,3,SpectrumUtils
101,18,4,EDSDetector
101,18,5,Element
101,18,6,MeanIonizationPotential
101,18,7,AlgorithmClass
101,18,8,LitReference
101,18,9,Riveros1993
101,18,10,MassAbsorptionCoefficient
101,18,11,Composition
101,18,12,AlgorithmUser
101,18,13,CorrectionAlgorithm
101,18,14,Armstrong1982ParticleCorrection
101,18,15,SpectrumProperties
101,18,16,QuantifyUsingSTEMinSEM
101,18,17,FilterFit
102,13,0,FilteredSpectrum
102,13,1,DerivedSpectrum
102,13,2,BaseSpectrum
102,13,3,SpectrumUtils
102,13,4,EDSDetector
102,13,5,Element
102,13,6,MeanIonizationPotential
102,13,7,Composition
102,13,8,AlgorithmUser
102,13,9,CorrectionAlgorithm
102,13,10,SpectrumProperties
102,13,11,QuantifyUsingSTEMinSEM
102,13,12,FilterFit
103,14,0,FilteredSpectrum
103,14,1,DerivedSpectrum
103,14,2,BaseSpectrum
103,14,3,SpectrumUtils
103,14,4,EDSDetector
103,14,5,Element
103,14,6,MeanIonizationPotential
103,14,7,Composition
103,14,8,AlgorithmUser
103,14,9,CorrectionAlgorithm
103,14,10,Fluorescence
103,14,11,SpectrumProperties
103,14,12,QuantifyUsingSTEMinSEM
103,14,13,FilterFit
104,14,0,FilteredSpectrum
104,14,1,DerivedSpectrum
104,14,2,BaseSpectrum
104,14,3,SpectrumUtils
104,14,4,EDSDetector
104,14,5,Element
104,14,6,MeanIonizationPotential
104,14,7,Composition
104,14,8,AlgorithmUser
104,14,9,CorrectionAlgorithm
104,14,10,PAP1991
104,14,11,SpectrumProperties
104,14,12,QuantifyUsingSTEMinSEM
104,14,13,FilterFit
105,14,0,FilteredSpectrum
105,14,1,DerivedSpectrum
105,14,2,BaseSpectrum
105,14,3,SpectrumUtils
105,14,4,EDSDetector
105,14,5,Element
105,14,6,MeanIonizationPotential
105,14,7,Composition
105,14,8,AlgorithmUser
105,14,9,CorrectionAlgorithm
105,14,10,XPP1991
105,14,11,SpectrumProperties
105,14,12,QuantifyUsingSTEMinSEM
105,14,13,FilterFit
106,15,0,FilteredSpectrum
106,15,1,DerivedSpectrum
106,15,2,BaseSpectrum
106,15,3,SpectrumUtils
106,15,4,EDSDetector
106,15,5,Element
106,15,6,MeanIonizationPotential
106,15,7,Composition
106,15,8,AlgorithmUser
106,15,9,CorrectionAlgorithm
106,15,10,XPP1991
106,15,11,PAP1991
106,15,12,SpectrumProperties
106,15,13,QuantifyUsingSTEMinSEM
106,15,14,FilterFit
107,15,0,FilteredSpectrum
107,15,1,DerivedSpectrum
107,15,2,BaseSpectrum
107,15,3,SpectrumUtils
107,15,4,EDSDetector
107,15,5,Element
107,15,6,MeanIonizationPotential
107,15,7,Composition
107,15,8,AlgorithmUser
107,15,9,CorrectionAlgorithm
107,15,10,XPP1989Ext
107,15,11,XPP1991
107,15,12,SpectrumProperties
107,15,13,QuantifyUsingSTEMinSEM
107,15,14,FilterFit
108,16,0,FilteredSpectrum
108,16,1,DerivedSpectrum
108,16,2,BaseSpectrum
108,16,3,SpectrumUtils
108,16,4,EDSDetector
108,16,5,Element
108,16,6,MeanIonizationPotential
108,16,7,Composition
108,16,8,AlgorithmUser
108,16,9,CorrectionAlgorithm
108,16,10,XPP1989Ext
108,16,11,XPP1991
108,16,12,PAP1991
108,16,13,SpectrumProperties
108,16,14,QuantifyUsingSTEMinSEM
108,16,15,FilterFit
109,15,0,FilteredSpectrum
109,15,1,DerivedSpectrum
109,15,2,BaseSpectrum
109,15,3,SpectrumUtils
109,15,4,EDSDetector
109,15,5,Element
109,15,6,MeanIonizationPotential
109,15,7,Composition
109,15,8,AlgorithmUser
109,15,9,CorrectionAlgorithm
109,15,10,XPP1989Ext
109,15,11,PAP1991
109,15,12,SpectrumProperties
109,15,13,QuantifyUsingSTEMinSEM
109,15,14,FilterFit
110,14,0,FilteredSpectrum
110,14,1,DerivedSpectrum
110,14,2,BaseSpectrum
110,14,3,SpectrumUtils
110,14,4,EDSDetector
110,14,5,Element
110,14,6,MeanIonizationPotential
110,14,7,Composition
110,14,8,AlgorithmUser
110,14,9,CorrectionAlgorithm
110,14,10,XPP1989Ext
110,14,11,SpectrumProperties
110,14,12,QuantifyUsingSTEMinSEM
110,14,13,FilterFit
111,15,0,FilteredSpectrum
111,15,1,DerivedSpectrum
111,15,2,BaseSpectrum
111,15,3,SpectrumUtils
111,15,4,EDSDetector
111,15,5,Element
111,15,6,MeanIonizationPotential
111,15,7,Composition
111,15,8,AlgorithmUser
111,15,9,CorrectionAlgorithm
111,15,10,Armstrong1982Correction
111,15,11,Armstrong1982Base
111,15,12,SpectrumProperties
111,15,13,QuantifyUsingSTEMinSEM
111,15,14,FilterFit
112,15,0,FilteredSpectrum
112,15,1,DerivedSpectrum
112,15,2,BaseSpectrum
112,15,3,SpectrumUtils
112,15,4,EDSDetector
112,15,5,Element
112,15,6,MeanIonizationPotential
112,15,7,Composition
112,15,8,AlgorithmUser
112,15,9,CorrectionAlgorithm
112,15,10,Armstrong1982ParticleCorrection
112,15,11,Armstrong1982Base
112,15,12,SpectrumProperties
112,15,13,QuantifyUsingSTEMinSEM
