source_class,source_file,dep_fqn,dep_simple,dep_category,rel_type,is_internal_target
XRayWindow,XRayWindow.java,IXRayWindowProperties,IXRayWindowProperties,internal,implements,True
XRayWindow2,XRayWindow2.java,gov.nist.microanalysis.EPQLibrary.Composition,Composition,internal,import,True
XRayWindow2,XRayWindow2.java,gov.nist.microanalysis.EPQLibrary.EPQException,EPQException,internal,import,True
XRayWindow2,XRayWindow2.java,gov.nist.microanalysis.EPQLibrary.Element,Element,internal,import,True
XRayWindow2,XRayWindow2.java,gov.nist.microanalysis.EPQLibrary.FromSI,FromSI,internal,import,True
XRayWindow2,XRayWindow2.java,gov.nist.microanalysis.EPQLibrary.Material,Material,internal,import,True
XRayWindow2,XRayWindow2.java,gov.nist.microanalysis.EPQLibrary.SpectrumProperties,SpectrumProperties,internal,import,True
XRayWindow2,XRayWindow2.java,gov.nist.microanalysis.EPQLibrary.ToSI,ToSI,internal,import,True
XRayWindow2,XRayWindow2.java,gov.nist.microanalysis.Utility.CSVReader,CSVReader,nist_utility,import,False
XRayWindow2,XRayWindow2.java,IXRayWindowProperties,IXRayWindowProperties,internal,implements,True
XRayWindow3,XRayWindow3.java,java.util.Arrays,Arrays,java_stdlib,import,False
XRayWindow3,XRayWindow3.java,java.util.Objects,Objects,java_stdlib,import,False
XRayWindow3,XRayWindow3.java,gov.nist.microanalysis.EPQLibrary.EPQException,EPQException,internal,import,True
XRayWindow3,XRayWindow3.java,gov.nist.microanalysis.EPQLibrary.SpectrumProperties,SpectrumProperties,internal,import,True
XRayWindow3,XRayWindow3.java,gov.nist.microanalysis.EPQLibrary.ToSI,ToSI,internal,import,True
XRayWindow3,XRayWindow3.java,gov.nist.microanalysis.Utility.CSVReader,CSVReader,nist_utility,import,False
XRayWindow3,XRayWindow3.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
XRayWindow3,XRayWindow3.java,IXRayWindowProperties,IXRayWindowProperties,internal,implements,True
XRayWindowFactory,XRayWindowFactory.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
XRayWindowFactory,XRayWindowFactory.java,gov.nist.microanalysis.EPQLibrary.EPQException,EPQException,internal,import,True
XRayWindowFactory,XRayWindowFactory.java,gov.nist.microanalysis.EPQLibrary.EPQFatalException,EPQFatalException,internal,import,True
XRayWindowFactory,XRayWindowFactory.java,gov.nist.microanalysis.EPQLibrary.Element,Element,internal,import,True
XRayWindowFactory,XRayWindowFactory.java,gov.nist.microanalysis.EPQLibrary.FromSI,FromSI,internal,import,True
XRayWindowFactory,XRayWindowFactory.java,gov.nist.microanalysis.EPQLibrary.Material,Material,internal,import,True
XRayWindowFactory,XRayWindowFactory.java,gov.nist.microanalysis.EPQLibrary.MaterialFactory,MaterialFactory,internal,import,True
XRayWindowFactory,XRayWindowFactory.java,gov.nist.microanalysis.EPQLibrary.SpectrumProperties,SpectrumProperties,internal,import,True
XRayWindowFactory,XRayWindowFactory.java,gov.nist.microanalysis.EPQLibrary.ToSI,ToSI,internal,import,True
XRayWindowFactory,XRayWindowFactory.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
DuaneHuntLimit,DuaneHuntLimit.java,gov.nist.microanalysis.Utility.LinearRegression,LinearRegression,nist_utility,import,False
DuaneHuntLimit,DuaneHuntLimit.java,java.util.Arrays,Arrays,java_stdlib,import,False
DuaneHuntLimit,DuaneHuntLimit.java,java.util.List,List,java_stdlib,import,False
DuaneHuntLimit,DuaneHuntLimit.java,AlgorithmClass,AlgorithmClass,internal,extends,True
EdgeEnergy,EdgeEnergy.java,gov.nist.microanalysis.Utility.CSVReader,CSVReader,nist_utility,import,False
EdgeEnergy,EdgeEnergy.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
EdgeEnergy,EdgeEnergy.java,java.io.BufferedReader,BufferedReader,java_stdlib,import,False
EdgeEnergy,EdgeEnergy.java,java.io.InputStream,InputStream,java_stdlib,import,False
EdgeEnergy,EdgeEnergy.java,java.io.InputStreamReader,InputStreamReader,java_stdlib,import,False
EdgeEnergy,EdgeEnergy.java,java.util.Arrays,Arrays,java_stdlib,import,False
EdgeEnergy,EdgeEnergy.java,java.util.List,List,java_stdlib,import,False
EdgeEnergy,EdgeEnergy.java,AlgorithmClass,AlgorithmClass,internal,extends,True
EditableSpectrum,EditableSpectrum.java,java.util.Arrays,Arrays,java_stdlib,import,False
EditableSpectrum,EditableSpectrum.java,BaseSpectrum,BaseSpectrum,internal,extends,True
ElectronRange,ElectronRange.java,java.util.Arrays,Arrays,java_stdlib,import,False
ElectronRange,ElectronRange.java,java.util.List,List,java_stdlib,import,False
ElectronRange,ElectronRange.java,AlgorithmClass,AlgorithmClass,internal,extends,True
Element,Element.java,java.io.ObjectStreamException,ObjectStreamException,java_stdlib,import,False
Element,Element.java,java.io.Serializable,Serializable,java_stdlib,import,False
Element,Element.java,java.util.ArrayList,ArrayList,java_stdlib,import,False
Element,Element.java,java.util.Arrays,Arrays,java_stdlib,import,False
Element,Element.java,java.util.Collection,Collection,java_stdlib,import,False
Element,Element.java,java.util.Collections,Collections,java_stdlib,import,False
Element,Element.java,java.util.List,List,java_stdlib,import,False
Element,Element.java,java.util.Set,Set,java_stdlib,import,False
Element,Element.java,java.util.TreeSet,TreeSet,java_stdlib,import,False
Element,Element.java,gov.nist.microanalysis.Utility.CSVReader,CSVReader,nist_utility,import,False
Element,Element.java,Comparable,Comparable,unknown,implements,False
Element,Element.java,Serializable,Serializable,unknown,implements,False
EPMAOptimizer,EPMAOptimizer.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
EPMAOptimizer,EPMAOptimizer.java,java.util.ArrayList,ArrayList,java_stdlib,import,False
EPMAOptimizer,EPMAOptimizer.java,java.util.Collections,Collections,java_stdlib,import,False
EPMAOptimizer,EPMAOptimizer.java,java.util.Comparator,Comparator,java_stdlib,import,False
EPMAOptimizer,EPMAOptimizer.java,java.util.List,List,java_stdlib,import,False
EPMAOptimizer,EPMAOptimizer.java,java.util.Map,Map,java_stdlib,import,False
EPMAOptimizer,EPMAOptimizer.java,java.util.Set,Set,java_stdlib,import,False
EPMAOptimizer,EPMAOptimizer.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
EPMAOptimizer,EPMAOptimizer.java,java.util.TreeSet,TreeSet,java_stdlib,import,False
EPMAOptimizer,EPMAOptimizer.java,gov.nist.microanalysis.EPQLibrary.RegionOfInterestSet.RegionOfInterest,RegionOfInterest,internal,import,False
EPMAOptimizer,EPMAOptimizer.java,gov.nist.microanalysis.EPQLibrary.SpectrumSimulator.BasicSpectrumSimulator,BasicSpectrumSimulator,internal,import,False
EPMAOptimizer,EPMAOptimizer.java,gov.nist.microanalysis.EPQLibrary.StandardsDatabase2.StandardBlock2,StandardBlock2,internal,import,False
EPMAOptimizer,EPMAOptimizer.java,gov.nist.microanalysis.EPQLibrary.Detector.EDSDetector,EDSDetector,internal,import,True
EPMAOptimizer,EPMAOptimizer.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
EPMAOptimizer,EPMAOptimizer.java,gov.nist.microanalysis.Utility.TextUtilities,TextUtilities,nist_utility,import,False
EPQException,EPQException.java,Exception,Exception,unknown,extends,False
EPQFatalException,EPQFatalException.java,RuntimeException,RuntimeException,unknown,extends,False
ExtremumSpectrum,ExtremumSpectrum.java,java.io.IOException,IOException,java_stdlib,import,False
ExtremumSpectrum,ExtremumSpectrum.java,java.io.Writer,Writer,java_stdlib,import,False
ExtremumSpectrum,ExtremumSpectrum.java,java.util.Arrays,Arrays,java_stdlib,import,False
ExtremumSpectrum,ExtremumSpectrum.java,java.util.Iterator,Iterator,java_stdlib,import,False
ExtremumSpectrum,ExtremumSpectrum.java,BaseSpectrum,BaseSpectrum,internal,extends,True
FilteredSpectrum,FilteredSpectrum.java,java.util.Arrays,Arrays,java_stdlib,import,False
FilteredSpectrum,FilteredSpectrum.java,gov.nist.microanalysis.EPQLibrary.RegionOfInterestSet.RegionOfInterest,RegionOfInterest,internal,import,False
FilteredSpectrum,FilteredSpectrum.java,gov.nist.microanalysis.Utility.Interval,Interval,nist_utility,import,False
FilteredSpectrum,FilteredSpectrum.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
FilteredSpectrum,FilteredSpectrum.java,DerivedSpectrum,DerivedSpectrum,internal,extends,True
FilterFit,FilterFit.java,java.util.ArrayList,ArrayList,java_stdlib,import,False
FilterFit,FilterFit.java,java.util.Collection,Collection,java_stdlib,import,False
FilterFit,FilterFit.java,java.util.Collections,Collections,java_stdlib,import,False
FilterFit,FilterFit.java,java.util.Date,Date,java_stdlib,import,False
FilterFit,FilterFit.java,java.util.HashSet,HashSet,java_stdlib,import,False
FilterFit,FilterFit.java,java.util.Iterator,Iterator,java_stdlib,import,False
FilterFit,FilterFit.java,java.util.List,List,java_stdlib,import,False
FilterFit,FilterFit.java,java.util.Map,Map,java_stdlib,import,False
FilterFit,FilterFit.java,java.util.Set,Set,java_stdlib,import,False
FilterFit,FilterFit.java,java.util.SortedSet,SortedSet,java_stdlib,import,False
FilterFit,FilterFit.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
FilterFit,FilterFit.java,java.util.TreeSet,TreeSet,java_stdlib,import,False
FilterFit,FilterFit.java,gov.nist.microanalysis.EPQLibrary.RegionOfInterestSet.RegionOfInterest,RegionOfInterest,internal,import,False
FilterFit,FilterFit.java,gov.nist.microanalysis.EPQLibrary.Detector.EDSDetector,EDSDetector,internal,import,True
FilterFit,FilterFit.java,gov.nist.microanalysis.Utility.Interval,Interval,nist_utility,import,False
FilterFit,FilterFit.java,gov.nist.microanalysis.Utility.UncertainValue2,UncertainValue2,nist_utility,import,False
FilterFit,FilterFit.java,LinearSpectrumFit,LinearSpectrumFit,internal,extends,True
FittingFilter,FittingFilter.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
FittingFilter,FittingFilter.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
FittingFilter,FittingFilter.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
Fluorescence,Fluorescence.java,java.util.Arrays,Arrays,java_stdlib,import,False
Fluorescence,Fluorescence.java,java.util.List,List,java_stdlib,import,False
Fluorescence,Fluorescence.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
Fluorescence,Fluorescence.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
Fluorescence,Fluorescence.java,AlgorithmClass,AlgorithmClass,internal,extends,True
FluorescenceYield,FluorescenceYield.java,java.util.Arrays,Arrays,java_stdlib,import,False
FluorescenceYield,FluorescenceYield.java,java.util.List,List,java_stdlib,import,False
FluorescenceYield,FluorescenceYield.java,gov.nist.microanalysis.Utility.CSVReader,CSVReader,nist_utility,import,False
FluorescenceYield,FluorescenceYield.java,AlgorithmClass,AlgorithmClass,internal,extends,True
FluorescenceYieldMean,FluorescenceYieldMean.java,java.util.Arrays,Arrays,java_stdlib,import,False
FluorescenceYieldMean,FluorescenceYieldMean.java,java.util.List,List,java_stdlib,import,False
FluorescenceYieldMean,FluorescenceYieldMean.java,gov.nist.microanalysis.Utility.CSVReader,CSVReader,nist_utility,import,False
FluorescenceYieldMean,FluorescenceYieldMean.java,AlgorithmClass,AlgorithmClass,internal,extends,True
FromSI,FromSI.java,gov.nist.microanalysis.Utility.UncertainValue2,UncertainValue2,nist_utility,import,False
Gas,Gas.java,java.io.IOException,IOException,java_stdlib,import,False
Gas,Gas.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
Gas,Gas.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
Gas,Gas.java,Material,Material,internal,extends,True
GasMixture,GasMixture.java,java.io.IOException,IOException,java_stdlib,import,False
GasMixture,GasMixture.java,java.util.Map,Map,java_stdlib,import,False
GasMixture,GasMixture.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
GasMixture,GasMixture.java,Material,Material,internal,extends,True
GasScatteringCrossSection,GasScatteringCrossSection.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
GasScatteringCrossSection,GasScatteringCrossSection.java,RandomizedScatter,RandomizedScatter,internal,extends,True
GaussianSumSpectrum,GaussianSumSpectrum.java,gov.nist.microanalysis.EPQLibrary.Detector.DetectorLineshapeModel,DetectorLineshapeModel,internal,import,True
GaussianSumSpectrum,GaussianSumSpectrum.java,gov.nist.microanalysis.EPQLibrary.Detector.EDSDetector,EDSDetector,internal,import,True
GaussianSumSpectrum,GaussianSumSpectrum.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
GaussianSumSpectrum,GaussianSumSpectrum.java,java.util.Arrays,Arrays,java_stdlib,import,False
GaussianSumSpectrum,GaussianSumSpectrum.java,EditableSpectrum,EditableSpectrum,internal,extends,True
IonizationCrossSection,IonizationCrossSection.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
IonizationCrossSection,IonizationCrossSection.java,gov.nist.microanalysis.Utility.Simplex,Simplex,nist_utility,import,False
IonizationCrossSection,IonizationCrossSection.java,gov.nist.microanalysis.Utility.UtilException,UtilException,nist_utility,import,False
IonizationCrossSection,IonizationCrossSection.java,AlgorithmClass,AlgorithmClass,internal,extends,True
IonizationDepthRatio,IonizationDepthRatio.java,java.util.Arrays,Arrays,java_stdlib,import,False
IonizationDepthRatio,IonizationDepthRatio.java,java.util.List,List,java_stdlib,import,False
IonizationDepthRatio,IonizationDepthRatio.java,AlgorithmClass,AlgorithmClass,internal,extends,True
ISpectrumData,ISpectrumData.java,Comparable,Comparable,unknown,extends,False
IterationAlgorithm,IterationAlgorithm.java,java.io.OutputStream,OutputStream,java_stdlib,import,False
IterationAlgorithm,IterationAlgorithm.java,java.io.PrintWriter,PrintWriter,java_stdlib,import,False
IterationAlgorithm,IterationAlgorithm.java,java.io.Writer,Writer,java_stdlib,import,False
IterationAlgorithm,IterationAlgorithm.java,java.util.ArrayList,ArrayList,java_stdlib,import,False
IterationAlgorithm,IterationAlgorithm.java,java.util.Arrays,Arrays,java_stdlib,import,False
IterationAlgorithm,IterationAlgorithm.java,java.util.Collections,Collections,java_stdlib,import,False
IterationAlgorithm,IterationAlgorithm.java,java.util.List,List,java_stdlib,import,False
IterationAlgorithm,IterationAlgorithm.java,java.util.Map,Map,java_stdlib,import,False
IterationAlgorithm,IterationAlgorithm.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
IterationAlgorithm,IterationAlgorithm.java,AlgorithmClass,AlgorithmClass,internal,extends,True
JumpRatio,JumpRatio.java,java.util.Arrays,Arrays,java_stdlib,import,False
JumpRatio,JumpRatio.java,java.util.List,List,java_stdlib,import,False
JumpRatio,JumpRatio.java,AlgorithmClass,AlgorithmClass,internal,extends,True
KRatioSet,KRatioSet.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
KRatioSet,KRatioSet.java,java.text.ParseException,ParseException,java_stdlib,import,False
KRatioSet,KRatioSet.java,java.util.Collection,Collection,java_stdlib,import,False
KRatioSet,KRatioSet.java,java.util.Collections,Collections,java_stdlib,import,False
KRatioSet,KRatioSet.java,java.util.HashSet,HashSet,java_stdlib,import,False
KRatioSet,KRatioSet.java,java.util.Locale,Locale,java_stdlib,import,False
KRatioSet,KRatioSet.java,java.util.Map,Map,java_stdlib,import,False
KRatioSet,KRatioSet.java,java.util.Set,Set,java_stdlib,import,False
KRatioSet,KRatioSet.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
KRatioSet,KRatioSet.java,java.util.TreeSet,TreeSet,java_stdlib,import,False
KRatioSet,KRatioSet.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
KRatioSet,KRatioSet.java,gov.nist.microanalysis.Utility.UncertainValue2,UncertainValue2,nist_utility,import,False
KRatioSet,KRatioSet.java,gov.nist.microanalysis.Utility.UtilException,UtilException,nist_utility,import,False
KRatioSet,KRatioSet.java,Cloneable,Cloneable,unknown,implements,False
LenardCoefficient,LenardCoefficient.java,java.util.Arrays,Arrays,java_stdlib,import,False
LenardCoefficient,LenardCoefficient.java,java.util.List,List,java_stdlib,import,False
LenardCoefficient,LenardCoefficient.java,AlgorithmClass,AlgorithmClass,internal,extends,True
LinearSpectrumFit,LinearSpectrumFit.java,java.util.Collection,Collection,java_stdlib,import,False
LinearSpectrumFit,LinearSpectrumFit.java,java.util.Set,Set,java_stdlib,import,False
LinearSpectrumFit,LinearSpectrumFit.java,java.util.TreeSet,TreeSet,java_stdlib,import,False
LinearSpectrumFit,LinearSpectrumFit.java,gov.nist.microanalysis.EPQLibrary.Detector.DetectorLineshapeModel,DetectorLineshapeModel,internal,import,True
LinearSpectrumFit,LinearSpectrumFit.java,gov.nist.microanalysis.EPQLibrary.Detector.EDSDetector,EDSDetector,internal,import,True
LinearSpectrumFit,LinearSpectrumFit.java,gov.nist.microanalysis.Utility.LinearLeastSquares,LinearLeastSquares,nist_utility,import,False
LinearSpectrumFit,LinearSpectrumFit.java,LinearLeastSquares,LinearLeastSquares,unknown,extends,False
LitReference,LitReference.java,java.text.DateFormat,DateFormat,java_stdlib,import,False
LitReference,LitReference.java,java.util.Calendar,Calendar,java_stdlib,import,False
LitReference,LitReference.java,java.util.Date,Date,java_stdlib,import,False
LitReference,LitReference.java,java.util.Locale,Locale,java_stdlib,import,False
MACCache,MACCache.java,java.util.HashMap,HashMap,java_stdlib,import,False
MajorMinorTrace,MajorMinorTrace.java,java.util.Map,Map,java_stdlib,import,False
MajorMinorTrace,MajorMinorTrace.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
MapImage,MapImage.java,java.awt.Color,Color,java_stdlib,import,False
MapImage,MapImage.java,java.awt.Font,Font,java_stdlib,import,False
MapImage,MapImage.java,java.awt.FontMetrics,FontMetrics,java_stdlib,import,False
MapImage,MapImage.java,java.awt.Graphics2D,Graphics2D,java_stdlib,import,False
MapImage,MapImage.java,java.awt.image.BufferedImage,BufferedImage,java_stdlib,import,False
MapImage,MapImage.java,java.awt.image.DataBufferByte,DataBufferByte,java_stdlib,import,False
MapImage,MapImage.java,java.awt.image.IndexColorModel,IndexColorModel,java_stdlib,import,False
MapImage,MapImage.java,java.io.BufferedWriter,BufferedWriter,java_stdlib,import,False
MapImage,MapImage.java,java.io.File,File,java_stdlib,import,False
MapImage,MapImage.java,java.io.FileWriter,FileWriter,java_stdlib,import,False
MapImage,MapImage.java,java.io.IOException,IOException,java_stdlib,import,False
MapImage,MapImage.java,java.io.Writer,Writer,java_stdlib,import,False
MapImage,MapImage.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
MapImage,MapImage.java,java.util.Set,Set,java_stdlib,import,False
MapImage,MapImage.java,javax.imageio.ImageIO,ImageIO,javax_stdlib,import,False
MapImage,MapImage.java,gov.nist.microanalysis.EPQLibrary.RegionOfInterestSet.RegionOfInterest,RegionOfInterest,internal,import,False
MapImage,MapImage.java,gov.nist.microanalysis.EPQTools.RippleFile,RippleFile,nist_epqtools,import,False
MapImage,MapImage.java,gov.nist.microanalysis.EPQTools.ScaledImage,ScaledImage,nist_epqtools,import,False
MapImage,MapImage.java,gov.nist.microanalysis.Utility.DescriptiveStatistics,DescriptiveStatistics,nist_utility,import,False
MapImage,MapImage.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,java.io.BufferedReader,BufferedReader,java_stdlib,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,java.io.File,File,java_stdlib,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,java.io.FileOutputStream,FileOutputStream,java_stdlib,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,java.io.IOException,IOException,java_stdlib,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,java.io.InputStream,InputStream,java_stdlib,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,java.io.InputStreamReader,InputStreamReader,java_stdlib,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,java.io.OutputStreamWriter,OutputStreamWriter,java_stdlib,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,java.util.ArrayList,ArrayList,java_stdlib,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,java.util.Arrays,Arrays,java_stdlib,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,java.util.List,List,java_stdlib,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,java.util.Map,Map,java_stdlib,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,gov.nist.microanalysis.EPQLibrary.LitReference.Author,Author,internal,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,gov.nist.microanalysis.Utility.CSVReader,CSVReader,nist_utility,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,gov.nist.microanalysis.Utility.UncertainValue2,UncertainValue2,nist_utility,import,False
MassAbsorptionCoefficient,MassAbsorptionCoefficient.java,AlgorithmClass,AlgorithmClass,internal,extends,True
Material,Material.java,java.text.DecimalFormatSymbols,DecimalFormatSymbols,java_stdlib,import,False
Material,Material.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
Material,Material.java,java.text.ParseException,ParseException,java_stdlib,import,False
Material,Material.java,java.util.Locale,Locale,java_stdlib,import,False
Material,Material.java,java.util.Map,Map,java_stdlib,import,False
Material,Material.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
Material,Material.java,Composition,Composition,internal,extends,True
MaterialFactory,MaterialFactory.java,java.io.Reader,Reader,java_stdlib,import,False
MaterialFactory,MaterialFactory.java,java.io.Writer,Writer,java_stdlib,import,False
MaterialFactory,MaterialFactory.java,java.util.ArrayList,ArrayList,java_stdlib,import,False
MaterialFactory,MaterialFactory.java,java.util.Arrays,Arrays,java_stdlib,import,False
MaterialFactory,MaterialFactory.java,java.util.Collection,Collection,java_stdlib,import,False
MaterialFactory,MaterialFactory.java,java.util.Collections,Collections,java_stdlib,import,False
MaterialFactory,MaterialFactory.java,java.util.HashMap,HashMap,java_stdlib,import,False
MaterialFactory,MaterialFactory.java,java.util.List,List,java_stdlib,import,False
MaterialFactory,MaterialFactory.java,java.util.Map,Map,java_stdlib,import,False
MaterialFactory,MaterialFactory.java,java.util.Map.Entry,Entry,java_stdlib,import,False
MaterialFactory,MaterialFactory.java,java.util.Set,Set,java_stdlib,import,False
MaterialFactory,MaterialFactory.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
MaterialFactory,MaterialFactory.java,java.util.TreeSet,TreeSet,java_stdlib,import,False
MaterialFactory,MaterialFactory.java,gov.nist.microanalysis.EPQTools.EPQXStream,EPQXStream,nist_epqtools,import,False
MeanIonizationPotential,MeanIonizationPotential.java,java.util.Arrays,Arrays,java_stdlib,import,False
MeanIonizationPotential,MeanIonizationPotential.java,java.util.List,List,java_stdlib,import,False
MeanIonizationPotential,MeanIonizationPotential.java,gov.nist.microanalysis.Utility.CSVReader,CSVReader,nist_utility,import,False
MeanIonizationPotential,MeanIonizationPotential.java,AlgorithmClass,AlgorithmClass,internal,extends,True
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,java.awt.event.ActionListener,ActionListener,java_stdlib,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,java.text.NumberFormat,NumberFormat,java_stdlib,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,java.util.ArrayList,ArrayList,java_stdlib,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,java.util.Collections,Collections,java_stdlib,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,java.util.Iterator,Iterator,java_stdlib,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,java.util.List,List,java_stdlib,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,java.util.Map,Map,java_stdlib,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,java.util.TreeSet,TreeSet,java_stdlib,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.EPQLibrary.Detector.DetectorLineshapeModel,DetectorLineshapeModel,internal,import,True
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.EPQLibrary.Detector.MicrocalCalibration.BasicMicrocalLineshape,BasicMicrocalLineshape,internal,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.Utility.Constraint,Constraint,nist_utility,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.Utility.HalfUpFormat,HalfUpFormat,nist_utility,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.Utility.LevenbergMarquardt2,LevenbergMarquardt2,nist_utility,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.Utility.LinearLeastSquares,LinearLeastSquares,nist_utility,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.Utility.Math2,Math2,nist_utility,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.Utility.ProgressEvent,ProgressEvent,nist_utility,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,gov.nist.microanalysis.Utility.UncertainValue2,UncertainValue2,nist_utility,import,False
MicrocalSpectrumFitter,MicrocalSpectrumFitter.java,Jama.Matrix,Matrix,external,import,False
MLLSQSignature,MLLSQSignature.java,java.util.ArrayList,ArrayList,java_stdlib,import,False
MLLSQSignature,MLLSQSignature.java,java.util.Collection,Collection,java_stdlib,import,False
MLLSQSignature,MLLSQSignature.java,java.util.Map,Map,java_stdlib,import,False
MLLSQSignature,MLLSQSignature.java,java.util.Set,Set,java_stdlib,import,False
MLLSQSignature,MLLSQSignature.java,java.util.TreeMap,TreeMap,java_stdlib,import,False
MLLSQSignature,MLLSQSignature.java,java.util.TreeSet,TreeSet,java_stdlib,import,False
MLLSQSignature,MLLSQSignature.java,gov.nist.microanalysis.EPQLibrary.ParticleSignature.StripMode,StripMode,internal,import,False
MLLSQSignature,MLLSQSignature.java,gov.nist.microanalysis.EPQLibrary.Detector.EDSDetector,EDSDetector,internal,import,True
MLLSQSignature,MLLSQSignature.java,gov.nist.microanalysis.Utility.UncertainValue2,UncertainValue2,nist_utility,import,False
MLLSQSignature,MLLSQSignature.java,Cloneable,Cloneable,unknown,implements,False
MuCal,MuCal.java,gov.nist.microanalysis.Utility.CSVReader,CSVReader,nist_utility,import,False
MultiSpectrumMetrics,MultiSpectrumMetrics.java,java.awt.Color,Color,java_stdlib,import,False
MultiSpectrumMetrics,MultiSpectrumMetrics.java,java.awt.FontMetrics,FontMetrics,java_stdlib,import,False
MultiSpectrumMetrics,MultiSpectrumMetrics.java,java.awt.Graphics2D,Graphics2D,java_stdlib,import,False
MultiSpectrumMetrics,MultiSpectrumMetrics.java,java.awt.image.BufferedImage,BufferedImage,java_stdlib,import,False
